"NAME","mean_outcome","mean_urban","mean_wealth","n_clusters","total_women","country_code","country_name","year","total_exports","ln_total_exports"
"LI",0.451612903225806,0.204301075268817,2.87096774193548,5,93,120,"Cameroon",2004,94,4.55387689160054
"MAKA",0.284745762711865,0.535593220338983,3.09152542372882,11,295,120,"Cameroon",2004,0,0
"MAMBILA",0.561797752808989,0.426966292134831,2.42696629213483,5,89,120,"Cameroon",2004,112,4.72738781871234
"MASA",0.5,0.259259259259259,1.14814814814815,2,54,120,"Cameroon",2004,0,0
"MATAKAM",0.482456140350877,0,1.33333333333333,5,114,120,"Cameroon",2004,0,0
"MBERE",0.535714285714285,0,2.67857142857143,1,28,120,"Cameroon",2004,0,0
"MBUM",0.381578947368421,0.651315789473684,3.78618421052632,14,304,120,"Cameroon",2004,0,0
"MUM",0.292035398230089,0.491150442477876,2.95575221238938,8,226,120,"Cameroon",2004,3247,8.08579470128157
"MUNDANG",0.508474576271186,0,1.64406779661017,2,59,120,"Cameroon",2004,0,0
"NAMSHI",0,0,1.5,1,32,120,"Cameroon",2004,0,0
"NDOB",0.427835051546392,0.314432989690722,2.25773195876289,10,194,120,"Cameroon",2004,3200,8.07121853996986
"NEN",0.0909090909090909,1,3.45454545454546,1,11,120,"Cameroon",2004,659,6.49223983502047
"NGUMBA",0.318181818181818,0.136363636363636,3.22727272727273,4,44,120,"Cameroon",2004,0,0
"NSAW",0.365853658536585,0.304878048780488,2.48780487804878,5,82,120,"Cameroon",2004,471,6.15697898558556
"NSUNGLI",0.0833333333333334,0,2.5,1,12,120,"Cameroon",2004,0,0
"PODOKWO",0.710526315789474,0.210526315789474,1.75,3,76,120,"Cameroon",2004,0,0
"PUKU",0.23943661971831,0.577464788732394,4,4,71,120,"Cameroon",2004,0,0
"SANGA",0.181818181818182,0.563636363636364,3.56363636363637,2,55,120,"Cameroon",2004,8343,9.02929799668061
"SHUWA",0.839285714285714,0,1.66071428571429,3,56,120,"Cameroon",2004,0,0
"TIGON",0.232323232323232,0.646464646464647,2.47474747474747,3,99,120,"Cameroon",2004,0,0
"TIKAR",0.193548387096774,0.838709677419355,2.90322580645161,2,31,120,"Cameroon",2004,1035,6.94312242281943
"TUBURI",0.78743961352657,0.202898550724638,1.6231884057971,7,207,120,"Cameroon",2004,0,0
"WIDEKUM",0.557971014492754,0.253623188405797,2.23188405797101,8,138,120,"Cameroon",2004,0,0
"BAJUN",0.0909090909090909,0,1.81818181818182,1,11,404,"Kenya",2014,0,0
"BARARETTA",0.524590163934426,0.377049180327869,1.79508196721311,54,488,404,"Kenya",2014,85,4.45434729625351
"BONI",0.6875,0,1.125,4,32,404,"Kenya",2014,0,0
"BORAN",0.361194029850746,0.232835820895522,1.68059701492537,37,335,404,"Kenya",2014,52,3.97029191355212
"CHAGA",0.0943396226415094,0.490566037735849,3.26415094339623,7,53,404,"Kenya",2014,174,5.16478597392351
"DIGO",0.275862068965517,0,1.10344827586207,3,29,404,"Kenya",2014,8700,9.07119324056602
"DOROBO",0.321782178217822,0.356435643564356,3.0049504950495,21,202,404,"Kenya",2014,0,0
"DURUMA",0.289473684210526,0.31578947368421,2.10526315789474,8,76,404,"Kenya",2014,1132,7.03262426102801
"GUSII",0.148148148148148,0.328554360812425,2.72640382317802,82,837,404,"Kenya",2014,0,0
"GYRIAMA",0.333333333333333,0,1.36363636363636,2,33,404,"Kenya",2014,0,0
"KAMBA",0.391304347826087,0.294466403162055,2.70750988142292,97,1012,404,"Kenya",2014,2640,7.87891291229713
"KARAMOJONG",0.625,0,1.0625,2,16,404,"Kenya",2014,0,0
"KEYU",0.253968253968254,0.26984126984127,2.65079365079365,20,189,404,"Kenya",2014,0,0
"KIKUYU",0.118924020764512,0.558282208588957,3.9976403964134,238,2119,404,"Kenya",2014,174,5.16478597392351
"KIPSIGI",0.338101430429129,0.349804941482445,2.76853055916775,78,769,404,"Kenya",2014,0,0
"LUO",0.290426908150065,0.293014230271669,2.8764553686934,162,1546,404,"Kenya",2014,435,6.07764224334903
"MASAI",0.198263386396527,0.309696092619392,2.74963820549928,72,691,404,"Kenya",2014,1132,7.03262426102801
"MERU",0.25609756097561,0.245426829268293,2.96493902439024,75,656,404,"Kenya",2014,86,4.46590811865458
"NANDI",0.143684820393975,0.412514484356895,3.39745075318656,83,863,404,"Kenya",2014,0,0
"POKOMO",0.376899696048632,0.626139817629179,2.51063829787234,32,329,404,"Kenya",2014,86,4.46590811865458
"RENDILE",0.636363636363636,0,1,3,22,404,"Kenya",2014,9,2.30258509299405
"RESHIAT",1,0,1,1,5,404,"Kenya",2014,0,0
"SABEI",0.23728813559322,0.135593220338983,2.40677966101695,6,59,404,"Kenya",2014,0,0
"SAMBURU",0.246376811594203,0.355072463768116,2.7360248447205,105,966,404,"Kenya",2014,0,0
"SANYE",0.582278481012658,0,1.12658227848101,7,79,404,"Kenya",2014,0,0
"SEGEJU",0.254405286343612,0.435022026431718,2.965859030837,92,908,404,"Kenya",2014,697,6.54821910276237
"SUK",0.314393939393939,0.227272727272727,2.29924242424242,57,528,404,"Kenya",2014,0,0
"TEITA",0.305263157894737,0.278947368421053,3.38421052631579,23,190,404,"Kenya",2014,348,5.85507192220243
"TURKANA",0.46046511627907,0.395348837209302,1.48372093023256,26,215,404,"Kenya",2014,0,0
"WANGA",0.285892634207241,0.240948813982522,2.8501872659176,75,801,404,"Kenya",2014,847,6.7428806357919
